order_item_id,order_id,product_id,quantity,unit_price,discount_amount,revenue,profit,return_status,return_reason
ITEM00814,ORD00442,PROD0002,2,57999,150,115848,36098,Not Returned,
ITEM00815,ORD00443,PROD0018,3,89999,100,269897,51071,Not Returned,
ITEM00816,ORD00444,PROD0016,1,59999,50,59949,8370,Not Returned,
ITEM00817,ORD00444,PROD0059,2,49999,0,99998,21078,Not Returned,
ITEM00818,ORD00445,PROD0024,2,1299,0,2598,898,Returned,Wrong model received
ITEM00819,ORD00446,PROD0078,2,279,100,458,-16,Not Returned,
ITEM00820,ORD00447,PROD0056,1,1199,150,1049,266,Not Returned,
ITEM00821,ORD00447,PROD0035,1,1499,150,1349,255,Not Returned,
ITEM00822,ORD00447,PROD0023,1,5499,250,5249,1668,Not Returned,
ITEM00823,ORD00448,PROD0034,3,1899,0,5697,1101,Not Returned,
ITEM00824,ORD00448,PROD0047,2,1099,50,2148,446,Not Returned,
ITEM00825,ORD00448,PROD0035,2,1499,50,2948,760,Not Returned,
ITEM00826,ORD00449,PROD0006,1,39999,150,39849,8342,Not Returned,
ITEM00827,ORD00450,PROD0019,1,64999,0,64999,14445,Not Returned,
ITEM00828,ORD00450,PROD0017,1,57999,250,57749,13350,Not Returned,
ITEM00829,ORD00450,PROD0047,2,1099,0,2198,496,Not Returned,
ITEM00830,ORD00451,PROD0053,1,10999,0,10999,3798,Not Returned,
ITEM00831,ORD00451,PROD0036,1,2499,100,2399,492,Not Returned,
ITEM00832,ORD00451,PROD0007,1,23999,150,23849,7944,Not Returned,
ITEM00833,ORD00452,PROD0036,1,2499,150,2349,442,Not Returned,
ITEM00834,ORD00452,PROD0001,2,64999,150,129848,27362,Not Returned,
ITEM00835,ORD00452,PROD0008,1,19999,250,19749,3291,Not Returned,
ITEM00836,ORD00453,PROD0058,1,34999,0,34999,5303,Not Returned,
ITEM00837,ORD00454,PROD0010,1,22999,0,22999,7581,Not Returned,
ITEM00838,ORD00454,PROD0050,1,3199,50,3149,965,Not Returned,
ITEM00839,ORD00454,PROD0070,3,499,250,1247,113,Not Returned,
ITEM00840,ORD00454,PROD0048,2,1899,0,3798,542,Not Returned,
ITEM00841,ORD00455,PROD0074,1,649,0,649,134,Not Returned,
ITEM00842,ORD00456,PROD0014,1,52999,0,52999,8725,Not Returned,
ITEM00843,ORD00456,PROD0012,2,23999,0,47998,11172,Not Returned,
ITEM00844,ORD00456,PROD0041,2,1599,0,3198,1064,Not Returned,
ITEM00845,ORD00457,PROD0057,1,31999,0,31999,9292,Not Returned,
ITEM00846,ORD00457,PROD0007,1,23999,0,23999,8094,Not Returned,
ITEM00847,ORD00457,PROD0073,2,399,150,648,32,Not Returned,
ITEM00848,ORD00458,PROD0002,1,57999,100,57899,18024,Not Returned,
ITEM00849,ORD00459,PROD0084,1,149,150,0,-102,Not Returned,
ITEM00850,ORD00460,PROD0042,2,999,0,1998,380,Returned,Color mismatch
ITEM00851,ORD00461,PROD0067,1,199,150,49,-91,Returned,Allergic reaction
ITEM00852,ORD00461,PROD0060,3,15499,100,46397,13319,Returned,Defective item
ITEM00853,ORD00462,PROD0033,1,2299,100,2199,504,Not Returned,
ITEM00854,ORD00463,PROD0053,4,10999,250,43746,14942,Not Returned,
ITEM00855,ORD00463,PROD0012,1,23999,100,23899,5486,Not Returned,
ITEM00856,ORD00464,PROD0069,1,549,250,299,-161,Not Returned,
ITEM00857,ORD00465,PROD0005,1,24999,0,24999,5569,Not Returned,
ITEM00858,ORD00465,PROD0034,1,1899,150,1749,217,Not Returned,
ITEM00859,ORD00466,PROD0009,3,32999,0,98997,17304,Not Returned,
ITEM00860,ORD00466,PROD0060,2,15499,250,30748,8696,Not Returned,
ITEM00861,ORD00467,PROD0031,1,999,0,999,342,Returned,Wrong item received
ITEM00862,ORD00468,PROD0052,4,2799,100,11096,3788,Returned,Wrong item received
ITEM00863,ORD00468,PROD0035,1,1499,150,1349,255,Not Returned,
ITEM00864,ORD00469,PROD0033,1,2299,50,2249,554,Not Returned,
ITEM00865,ORD00469,PROD0039,1,899,0,899,167,Not Returned,
ITEM00866,ORD00469,PROD0070,4,499,250,1746,234,Not Returned,
ITEM00867,ORD00469,PROD0065,1,44999,0,44999,15577,Not Returned,
ITEM00868,ORD00470,PROD0007,1,23999,100,23899,7994,Not Returned,
ITEM00869,ORD00471,PROD0051,1,899,50,849,219,Not Returned,
ITEM00870,ORD00471,PROD0047,1,1099,100,999,148,Not Returned,
ITEM00871,ORD00472,PROD0002,1,57999,50,57949,18074,Not Returned,
ITEM00872,ORD00472,PROD0077,1,145,0,145,29,Not Returned,
ITEM00873,ORD00473,PROD0004,1,30999,0,30999,6567,Not Returned,
ITEM00874,ORD00473,PROD0077,1,145,0,145,29,Not Returned,
ITEM00875,ORD00474,PROD0060,2,15499,250,30748,8696,Not Returned,
ITEM00876,ORD00474,PROD0065,1,44999,50,44949,15527,Not Returned,
ITEM00877,ORD00474,PROD0050,2,3199,250,6148,1780,Not Returned,
ITEM00878,ORD00474,PROD0013,3,47999,250,143747,32717,Not Returned,
ITEM00879,ORD00475,PROD0023,1,5499,0,5499,1918,Not Returned,
ITEM00880,ORD00476,PROD0080,1,579,0,579,190,Not Returned,
ITEM00881,ORD00477,PROD0035,2,1499,0,2998,810,Not Returned,
ITEM00882,ORD00478,PROD0011,3,25999,150,77847,23988,Not Returned,
ITEM00883,ORD00478,PROD0018,1,89999,0,89999,17057,Not Returned,
ITEM00884,ORD00478,PROD0024,1,1299,100,1199,349,Not Returned,
ITEM00885,ORD00478,PROD0057,2,31999,250,63748,18334,Not Returned,
ITEM00886,ORD00479,PROD0011,1,25999,250,25749,7796,Not Returned,
ITEM00887,ORD00479,PROD0041,3,1599,50,4747,1546,Not Returned,
ITEM00888,ORD00479,PROD0015,2,54999,250,109748,28974,Not Returned,
ITEM00889,ORD00480,PROD0080,1,579,100,479,90,Not Returned,
ITEM00890,ORD00481,PROD0064,2,36999,100,73898,21062,Not Returned,
ITEM00891,ORD00481,PROD0013,1,47999,50,47949,10939,Not Returned,
ITEM00892,ORD00481,PROD0057,1,31999,50,31949,9242,Not Returned,
ITEM00893,ORD00481,PROD0025,3,1499,250,4247,800,Not Returned,
ITEM00894,ORD00482,PROD0002,4,57999,50,231946,72446,Not Returned,
ITEM00895,ORD00483,PROD0039,1,899,150,749,17,Returned,Size issue
ITEM00896,ORD00483,PROD0002,1,57999,50,57949,18074,Returned,Wrong model received
ITEM00897,ORD00484,PROD0028,1,1999,250,1749,211,Returned,Damaged in transit
ITEM00898,ORD00484,PROD0055,1,1799,150,1649,204,Returned,Quality issue
ITEM00899,ORD00484,PROD0006,2,39999,0,79998,16984,Returned,Wrong model received
ITEM00900,ORD00485,PROD0044,1,2599,0,2599,776,Not Returned,
ITEM00901,ORD00485,PROD0079,2,559,50,1068,124,Not Returned,
ITEM00902,ORD00485,PROD0023,1,5499,0,5499,1918,Returned,Not as described
ITEM00903,ORD00485,PROD0070,4,499,150,1846,334,Not Returned,
ITEM00904,ORD00486,PROD0003,1,67999,100,67899,20964,Not Returned,
ITEM00905,ORD00487,PROD0071,1,479,250,229,-97,Not Returned,
ITEM00906,ORD00487,PROD0008,1,19999,250,19749,3291,Not Returned,
ITEM00907,ORD00487,PROD0010,4,22999,150,91846,30174,Not Returned,
ITEM00908,ORD00488,PROD0028,1,1999,50,1949,411,Not Returned,
ITEM00909,ORD00488,PROD0025,1,1499,250,1249,100,Not Returned,
ITEM00910,ORD00489,PROD0048,1,1899,100,1799,171,Not Returned,
ITEM00911,ORD00489,PROD0029,2,22999,0,45998,8442,Not Returned,
ITEM00912,ORD00489,PROD0003,1,67999,0,67999,21064,Not Returned,
ITEM00913,ORD00489,PROD0001,2,64999,0,129998,27512,Not Returned,
ITEM00914,ORD00490,PROD0041,1,1599,0,1599,532,Not Returned,
ITEM00915,ORD00490,PROD0033,1,2299,50,2249,554,Not Returned,
ITEM00916,ORD00490,PROD0017,1,57999,0,57999,13600,Not Returned,
ITEM00917,ORD00490,PROD0051,2,899,250,1548,288,Not Returned,
ITEM00918,ORD00491,PROD0020,1,61999,0,61999,9642,Returned,Defective item
ITEM00919,ORD00491,PROD0029,1,22999,0,22999,4221,Returned,Defective item
ITEM00920,ORD00491,PROD0040,2,1299,100,2498,550,Returned,Size issue
ITEM00921,ORD00492,PROD0001,2,64999,150,129848,27362,Not Returned,
ITEM00922,ORD00493,PROD0033,1,2299,0,2299,604,Returned,Size issue
ITEM00923,ORD00494,PROD0051,1,899,0,899,269,Not Returned,
ITEM00924,ORD00495,PROD0043,4,1199,100,4696,1184,Not Returned,
ITEM00925,ORD00496,PROD0073,1,399,150,249,-59,Not Returned,
ITEM00926,ORD00496,PROD0072,1,999,150,849,106,Not Returned,
ITEM00927,ORD00496,PROD0070,2,499,50,948,192,Not Returned,
ITEM00928,ORD00497,PROD0031,1,999,0,999,342,Not Returned,
ITEM00929,ORD00498,PROD0019,1,64999,150,64849,14295,Not Returned,
ITEM00930,ORD00498,PROD0059,1,49999,50,49949,10489,Not Returned,
ITEM00931,ORD00499,PROD0060,3,15499,250,46247,13169,Not Returned,
ITEM00932,ORD00500,PROD0057,1,31999,50,31949,9242,Not Returned,
ITEM00933,ORD00501,PROD0029,1,22999,100,22899,4121,Not Returned,
ITEM00934,ORD00501,PROD0071,1,479,250,229,-97,Not Returned,
ITEM00935,ORD00501,PROD0001,2,64999,0,129998,27512,Not Returned,
ITEM00936,ORD00502,PROD0068,1,329,100,229,-50,Not Returned,
ITEM00937,ORD00502,PROD0016,2,59999,150,119848,16690,Not Returned,
ITEM00938,ORD00502,PROD0067,1,199,0,199,59,Not Returned,
ITEM00939,ORD00503,PROD0048,1,1899,150,1749,121,Not Returned,
ITEM00940,ORD00504,PROD0076,3,179,150,387,-21,Not Returned,
ITEM00941,ORD00505,PROD0061,2,26999,0,53998,13134,Not Returned,
ITEM00942,ORD00505,PROD0022,1,4299,250,4049,368,Not Returned,
ITEM00943,ORD00506,PROD0044,2,2599,250,4948,1302,Not Returned,
ITEM00944,ORD00506,PROD0031,1,999,150,849,192,Not Returned,
ITEM00945,ORD00506,PROD0062,2,32999,0,65998,11088,Not Returned,
ITEM00946,ORD00506,PROD0069,1,549,0,549,89,Not Returned,
ITEM00947,ORD00507,PROD0040,3,1299,250,3647,725,Returned,Size issue
ITEM00948,ORD00508,PROD0018,1,89999,0,89999,17057,Returned,Wrong model received
ITEM00949,ORD00508,PROD0022,2,4299,150,8448,1086,Returned,Wrong model received
ITEM00950,ORD00508,PROD0062,2,32999,0,65998,11088,Returned,Damaged in transit
ITEM00951,ORD00508,PROD0021,2,1499,0,2998,768,Returned,Defective item
ITEM00952,ORD00509,PROD0036,1,2499,50,2449,542,Not Returned,
ITEM00953,ORD00510,PROD0068,1,329,50,279,0,Not Returned,
ITEM00954,ORD00510,PROD0015,2,54999,250,109748,28974,Returned,Wrong model received
ITEM00955,ORD00511,PROD0002,1,57999,0,57999,18124,Returned,Defective item
ITEM00956,ORD00511,PROD0017,1,57999,250,57749,13350,Returned,Wrong model received
ITEM00957,ORD00512,PROD0017,1,57999,100,57899,13500,Not Returned,
ITEM00958,ORD00513,PROD0017,1,57999,0,57999,13600,Not Returned,
ITEM00959,ORD00513,PROD0014,1,52999,0,52999,8725,Not Returned,
ITEM00960,ORD00513,PROD0032,1,1599,100,1499,151,Not Returned,
ITEM00961,ORD00514,PROD0007,1,23999,100,23899,7994,Not Returned,
ITEM00962,ORD00515,PROD0008,2,19999,150,39848,6932,Not Returned,
ITEM00963,ORD00515,PROD0045,1,2299,100,2199,549,Not Returned,
ITEM00964,ORD00516,PROD0046,1,699,150,549,33,Returned,Size issue
ITEM00965,ORD00517,PROD0029,2,22999,250,45748,8192,Not Returned,
ITEM00966,ORD00517,PROD0017,1,57999,0,57999,13600,Not Returned,
ITEM00967,ORD00518,PROD0012,1,23999,150,23849,5436,Not Returned,
ITEM00968,ORD00518,PROD0054,3,2999,150,8847,2616,Not Returned,
ITEM00969,ORD00518,PROD0010,1,22999,0,22999,7581,Not Returned,
ITEM00970,ORD00518,PROD0061,1,26999,0,26999,6567,Not Returned,
ITEM00971,ORD00519,PROD0036,2,2499,100,4898,1084,Returned,Color mismatch
ITEM00972,ORD00519,PROD0009,1,32999,0,32999,5768,Returned,Wrong model received
ITEM00973,ORD00520,PROD0054,1,2999,50,2949,872,Not Returned,
ITEM00974,ORD00520,PROD0063,1,28999,50,28949,4213,Not Returned,
ITEM00975,ORD00520,PROD0002,4,57999,100,231896,72396,Not Returned,
ITEM00976,ORD00521,PROD0051,1,899,250,649,19,Not Returned,
ITEM00977,ORD00521,PROD0059,1,49999,0,49999,10539,Not Returned,
ITEM00978,ORD00521,PROD0006,1,39999,150,39849,8342,Not Returned,
ITEM00979,ORD00522,PROD0047,1,1099,50,1049,198,Not Returned,
ITEM00980,ORD00522,PROD0008,1,19999,100,19899,3441,Not Returned,
ITEM00981,ORD00522,PROD0039,1,899,50,849,117,Not Returned,
ITEM00982,ORD00523,PROD0029,1,22999,50,22949,4171,Not Returned,
ITEM00983,ORD00524,PROD0083,2,299,0,598,194,Not Returned,
ITEM00984,ORD00525,PROD0017,2,57999,100,115898,27100,Not Returned,
ITEM00985,ORD00526,PROD0016,4,59999,50,239946,33630,Not Returned,
ITEM00986,ORD00526,PROD0012,1,23999,100,23899,5486,Not Returned,
ITEM00987,ORD00526,PROD0038,2,3999,250,7748,1584,Not Returned,
ITEM00988,ORD00527,PROD0084,1,149,50,99,-3,Not Returned,
ITEM00989,ORD00528,PROD0066,3,149,250,197,-115,Returned,Damaged packaging
ITEM00990,ORD00529,PROD0064,4,36999,150,147846,42174,Not Returned,
ITEM00991,ORD00529,PROD0077,2,145,100,190,-42,Not Returned,
ITEM00992,ORD00530,PROD0040,3,1299,250,3647,725,Not Returned,
ITEM00993,ORD00531,PROD0077,1,145,100,45,-71,Not Returned,
ITEM00994,ORD00532,PROD0044,2,2599,0,5198,1552,Not Returned,
ITEM00995,ORD00533,PROD0037,2,2999,50,5948,1858,Not Returned,
ITEM00996,ORD00533,PROD0059,1,49999,50,49949,10489,Not Returned,
ITEM00997,ORD00533,PROD0024,3,1299,0,3897,1347,Not Returned,
ITEM00998,ORD00533,PROD0047,1,1099,0,1099,248,Not Returned,
ITEM00999,ORD00534,PROD0068,1,329,0,329,50,Returned,Wrong item received
ITEM01000,ORD00535,PROD0035,3,1499,150,4347,1065,Not Returned,
ITEM01001,ORD00535,PROD0048,2,1899,100,3698,442,Not Returned,
ITEM01002,ORD00535,PROD0060,1,15499,100,15399,4373,Not Returned,
ITEM01003,ORD00535,PROD0050,1,3199,250,2949,765,Not Returned,
ITEM01004,ORD00536,PROD0035,3,1499,50,4447,1165,Not Returned,
ITEM01005,ORD00536,PROD0082,1,249,150,99,-98,Not Returned,
ITEM01006,ORD00536,PROD0043,3,1199,100,3497,863,Not Returned,
ITEM01007,ORD00537,PROD0065,4,44999,0,179996,62308,Not Returned,
ITEM01008,ORD00537,PROD0049,1,1899,50,1849,597,Not Returned,
ITEM01009,ORD00538,PROD0023,1,5499,50,5449,1868,Returned,Defective item
ITEM01010,ORD00539,PROD0080,1,579,50,529,140,Not Returned,
ITEM01011,ORD00539,PROD0040,1,1299,100,1199,225,Not Returned,
ITEM01012,ORD00540,PROD0042,1,999,100,899,90,Not Returned,
ITEM01013,ORD00540,PROD0048,1,1899,100,1799,171,Not Returned,
ITEM01014,ORD00541,PROD0031,1,999,50,949,292,Not Returned,
ITEM01015,ORD00542,PROD0076,4,179,50,666,122,Not Returned,
ITEM01016,ORD00543,PROD0037,1,2999,250,2749,704,Not Returned,
ITEM01017,ORD00544,PROD0084,1,149,0,149,47,Not Returned,
ITEM01018,ORD00544,PROD0070,3,499,0,1497,363,Not Returned,
ITEM01019,ORD00544,PROD0075,1,499,50,449,56,Not Returned,
ITEM01020,ORD00544,PROD0026,3,3499,0,10497,2892,Not Returned,
ITEM01021,ORD00545,PROD0008,1,19999,0,19999,3541,Not Returned,
ITEM01022,ORD00545,PROD0058,2,34999,100,69898,10506,Not Returned,
ITEM01023,ORD00546,PROD0003,1,67999,250,67749,20814,Not Returned,
ITEM01024,ORD00547,PROD0068,2,329,0,658,100,Not Returned,
ITEM01025,ORD00548,PROD0048,2,1899,100,3698,442,Not Returned,
ITEM01026,ORD00549,PROD0036,1,2499,250,2249,342,Not Returned,
ITEM01027,ORD00549,PROD0041,3,1599,100,4697,1496,Not Returned,
ITEM01028,ORD00549,PROD0021,1,1499,100,1399,284,Not Returned,
ITEM01029,ORD00550,PROD0084,1,149,0,149,47,Not Returned,
ITEM01030,ORD00550,PROD0064,1,36999,250,36749,10331,Not Returned,
ITEM01031,ORD00550,PROD0007,2,23999,250,47748,15938,Not Returned,
ITEM01032,ORD00551,PROD0019,3,64999,100,194897,43235,Not Returned,
ITEM01033,ORD00551,PROD0029,1,22999,150,22849,4071,Not Returned,
ITEM01034,ORD00552,PROD0042,1,999,0,999,190,Returned,Wrong item received
ITEM01035,ORD00553,PROD0036,3,2499,250,7247,1526,Not Returned,
ITEM01036,ORD00554,PROD0081,2,399,150,648,26,Returned,Damaged book
ITEM01037,ORD00554,PROD0046,1,699,50,649,133,Returned,Quality issue
ITEM01038,ORD00554,PROD0020,2,61999,250,123748,19034,Returned,Defective item
ITEM01039,ORD00555,PROD0020,1,61999,250,61749,9392,Returned,Wrong model received
ITEM01040,ORD00556,PROD0009,1,32999,100,32899,5668,Not Returned,
ITEM01041,ORD00556,PROD0040,3,1299,0,3897,975,Not Returned,
ITEM01042,ORD00557,PROD0030,2,1199,0,2398,428,Not Returned,
ITEM01043,ORD00557,PROD0074,1,649,100,549,34,Not Returned,
ITEM01044,ORD00558,PROD0012,4,23999,0,95996,22344,Not Returned,
ITEM01045,ORD00558,PROD0064,1,36999,150,36849,10431,Not Returned,
ITEM01046,ORD00559,PROD0067,1,199,250,0,-140,Returned,Allergic reaction
ITEM01047,ORD00559,PROD0051,1,899,250,649,19,Not Returned,
ITEM01048,ORD00560,PROD0045,2,2299,150,4448,1148,Returned,Quality issue
ITEM01049,ORD00560,PROD0017,2,57999,250,115748,26950,Returned,Wrong model received
ITEM01050,ORD00561,PROD0019,2,64999,100,129898,28790,Not Returned,
ITEM01051,ORD00561,PROD0022,2,4299,150,8448,1086,Not Returned,
ITEM01052,ORD00561,PROD0020,1,61999,50,61949,9592,Not Returned,
ITEM01053,ORD00562,PROD0029,2,22999,0,45998,8442,Not Returned,
ITEM01054,ORD00563,PROD0012,1,23999,0,23999,5586,Not Returned,
ITEM01055,ORD00564,PROD0012,3,23999,150,71847,16608,Not Returned,
ITEM01056,ORD00565,PROD0024,1,1299,100,1199,349,Not Returned,
ITEM01057,ORD00566,PROD0065,2,44999,0,89998,31154,Not Returned,
ITEM01058,ORD00567,PROD0063,1,28999,100,28899,4163,Not Returned,
ITEM01059,ORD00568,PROD0071,3,479,150,1287,309,Not Returned,
ITEM01060,ORD00568,PROD0029,2,22999,0,45998,8442,Not Returned,
ITEM01061,ORD00569,PROD0064,1,36999,50,36949,10531,Not Returned,
ITEM01062,ORD00569,PROD0081,2,399,100,698,76,Not Returned,
ITEM01063,ORD00569,PROD0056,1,1199,100,1099,316,Not Returned,
ITEM01064,ORD00569,PROD0034,2,1899,0,3798,734,Not Returned,
ITEM01065,ORD00570,PROD0028,4,1999,0,7996,1844,Returned,Wrong model received
ITEM01066,ORD00571,PROD0066,2,149,50,248,40,Not Returned,
ITEM01067,ORD00571,PROD0003,1,67999,150,67849,20914,Not Returned,
ITEM01068,ORD00571,PROD0082,3,249,150,597,6,Not Returned,
ITEM01069,ORD00571,PROD0014,2,52999,250,105748,17200,Not Returned,
ITEM01070,ORD00572,PROD0046,1,699,100,599,83,Not Returned,
ITEM01071,ORD00573,PROD0080,4,579,50,2266,710,Returned,Wrong item received
ITEM01072,ORD00574,PROD0007,3,23999,0,71997,24282,Not Returned,
ITEM01073,ORD00575,PROD0082,1,249,250,0,-197,Returned,Damaged book
ITEM01074,ORD00575,PROD0062,1,32999,50,32949,5494,Returned,Wrong model received
ITEM01075,ORD00575,PROD0032,2,1599,100,3098,402,Returned,Quality issue
ITEM01076,ORD00576,PROD0031,1,999,250,749,92,Not Returned,
ITEM01077,ORD00577,PROD0040,1,1299,0,1299,325,Returned,Size issue
ITEM01078,ORD00577,PROD0016,1,59999,100,59899,8320,Not Returned,
ITEM01079,ORD00577,PROD0084,2,149,150,148,-56,Not Returned,
ITEM01080,ORD00578,PROD0030,2,1199,100,2298,328,Not Returned,
ITEM01081,ORD00578,PROD0074,1,649,50,599,84,Not Returned,
ITEM01082,ORD00579,PROD0006,1,39999,150,39849,8342,Not Returned,
ITEM01083,ORD00579,PROD0047,1,1099,0,1099,248,Not Returned,
ITEM01084,ORD00580,PROD0009,1,32999,250,32749,5518,Not Returned,
ITEM01085,ORD00580,PROD0048,1,1899,0,1899,271,Not Returned,
ITEM01086,ORD00580,PROD0012,1,23999,250,23749,5336,Not Returned,
ITEM01087,ORD00581,PROD0055,1,1799,150,1649,204,Not Returned,
ITEM01088,ORD00582,PROD0049,1,1899,0,1899,647,Not Returned,
ITEM01089,ORD00583,PROD0064,1,36999,0,36999,10581,Not Returned,
ITEM01090,ORD00584,PROD0018,1,89999,0,89999,17057,Not Returned,
ITEM01091,ORD00584,PROD0003,1,67999,250,67749,20814,Not Returned,
ITEM01092,ORD00584,PROD0033,1,2299,250,2049,354,Not Returned,
ITEM01093,ORD00585,PROD0026,1,3499,250,3249,714,Not Returned,
ITEM01094,ORD00586,PROD0052,1,2799,100,2699,872,Not Returned,
ITEM01095,ORD00586,PROD0060,1,15499,150,15349,4323,Not Returned,
ITEM01096,ORD00586,PROD0069,1,549,100,449,-11,Not Returned,
ITEM01097,ORD00587,PROD0011,2,25999,0,51998,16092,Not Returned,
ITEM01098,ORD00588,PROD0084,1,149,0,149,47,Not Returned,
ITEM01099,ORD00589,PROD0074,4,649,150,2446,386,Not Returned,
ITEM01100,ORD00590,PROD0084,1,149,0,149,47,Returned,Wrong item received
ITEM01101,ORD00590,PROD0070,3,499,250,1247,113,Returned,Wrong item received
ITEM01102,ORD00591,PROD0078,1,279,100,179,-58,Returned,Late delivery
ITEM01103,ORD00592,PROD0004,4,30999,250,123746,26018,Not Returned,
ITEM01104,ORD00593,PROD0075,1,499,0,499,106,Not Returned,
ITEM01105,ORD00593,PROD0082,1,249,0,249,52,Not Returned,
ITEM01106,ORD00594,PROD0004,2,30999,100,61898,13034,Not Returned,
ITEM01107,ORD00595,PROD0037,1,2999,100,2899,854,Returned,Quality issue
ITEM01108,ORD00596,PROD0007,1,23999,100,23899,7994,Not Returned,
ITEM01109,ORD00597,PROD0040,1,1299,250,1049,75,Returned,Wrong item received
ITEM01110,ORD00598,PROD0039,1,899,150,749,17,Returned,Wrong item received
ITEM01111,ORD00599,PROD0012,1,23999,50,23949,5536,Returned,Not as described
ITEM01112,ORD00599,PROD0054,2,2999,0,5998,1844,Returned,Quality issue
ITEM01113,ORD00599,PROD0026,3,3499,0,10497,2892,Returned,Defective item
ITEM01114,ORD00600,PROD0046,1,699,0,699,183,Not Returned,
ITEM01115,ORD00601,PROD0050,4,3199,150,12646,3910,Not Returned,
ITEM01116,ORD00602,PROD0060,1,15499,0,15499,4473,Returned,Defective item
ITEM01117,ORD00603,PROD0049,1,1899,0,1899,647,Not Returned,
ITEM01118,ORD00604,PROD0060,2,15499,0,30998,8946,Not Returned,
ITEM01119,ORD00605,PROD0068,1,329,100,229,-50,Not Returned,
ITEM01120,ORD00606,PROD0031,4,999,50,3946,1318,Returned,Quality issue
ITEM01121,ORD00607,PROD0080,2,579,150,1008,230,Not Returned,
ITEM01122,ORD00607,PROD0072,1,999,50,949,206,Not Returned,
ITEM01123,ORD00607,PROD0073,1,399,100,299,-9,Not Returned,
ITEM01124,ORD00608,PROD0043,2,1199,50,2348,592,Not Returned,
ITEM01125,ORD00609,PROD0040,2,1299,50,2548,600,Returned,Size issue
ITEM01126,ORD00609,PROD0033,1,2299,150,2149,454,Returned,Color mismatch
ITEM01127,ORD00610,PROD0032,1,1599,100,1499,151,Not Returned,
ITEM01128,ORD00610,PROD0034,1,1899,50,1849,317,Not Returned,
ITEM01129,ORD00611,PROD0068,2,329,250,408,-150,Not Returned,
ITEM01130,ORD00612,PROD0029,1,22999,50,22949,4171,Not Returned,
ITEM01131,ORD00613,PROD0062,2,32999,0,65998,11088,Not Returned,
ITEM01132,ORD00614,PROD0069,2,549,150,948,28,Not Returned,
ITEM01133,ORD00614,PROD0083,1,299,50,249,47,Not Returned,
ITEM01134,ORD00615,PROD0021,1,1499,0,1499,384,Not Returned,
ITEM01135,ORD00616,PROD0074,2,649,0,1298,268,Not Returned,
ITEM01136,ORD00616,PROD0058,2,34999,100,69898,10506,Not Returned,
ITEM01137,ORD00616,PROD0017,3,57999,150,173847,40650,Not Returned,
ITEM01138,ORD00616,PROD0008,1,19999,250,19749,3291,Not Returned,
ITEM01139,ORD00617,PROD0061,2,26999,0,53998,13134,Not Returned,
ITEM01140,ORD00618,PROD0017,1,57999,50,57949,13550,Not Returned,
ITEM01141,ORD00618,PROD0005,1,24999,50,24949,5519,Not Returned,
ITEM01142,ORD00618,PROD0032,1,1599,250,1349,1,Not Returned,
ITEM01143,ORD00619,PROD0004,3,30999,50,92947,19651,Not Returned,
ITEM01144,ORD00619,PROD0019,2,64999,0,129998,28890,Not Returned,
ITEM01145,ORD00620,PROD0051,3,899,150,2547,657,Not Returned,
ITEM01146,ORD00621,PROD0043,1,1199,250,949,71,Returned,Wrong item received
ITEM01147,ORD00622,PROD0072,2,999,0,1998,512,Not Returned,
ITEM01148,ORD00622,PROD0056,1,1199,50,1149,366,Not Returned,
ITEM01149,ORD00622,PROD0011,2,25999,100,51898,15992,Not Returned,
ITEM01150,ORD00622,PROD0074,1,649,0,649,134,Not Returned,
ITEM01151,ORD00623,PROD0007,1,23999,0,23999,8094,Not Returned,
ITEM01152,ORD00623,PROD0027,1,1799,100,1699,436,Not Returned,
ITEM01153,ORD00624,PROD0018,1,89999,0,89999,17057,Not Returned,
ITEM01154,ORD00625,PROD0024,1,1299,0,1299,449,Not Returned,
ITEM01155,ORD00626,PROD0003,1,67999,100,67899,20964,Not Returned,
ITEM01156,ORD00626,PROD0039,1,899,250,649,-83,Not Returned,
ITEM01157,ORD00627,PROD0051,1,899,250,649,19,Returned,Quality issue
ITEM01158,ORD00627,PROD0070,2,499,0,998,242,Returned,Wrong item received
ITEM01159,ORD00627,PROD0004,1,30999,150,30849,6417,Returned,Defective item
ITEM01160,ORD00628,PROD0084,1,149,250,0,-102,Not Returned,
ITEM01161,ORD00629,PROD0057,1,31999,0,31999,9292,Not Returned,
ITEM01162,ORD00629,PROD0037,2,2999,0,5998,1908,Not Returned,
ITEM01163,ORD00629,PROD0009,1,32999,50,32949,5718,Not Returned,
ITEM01164,ORD00629,PROD0060,1,15499,150,15349,4323,Not Returned,
ITEM01165,ORD00630,PROD0051,1,899,100,799,169,Not Returned,
ITEM01166,ORD00631,PROD0021,1,1499,150,1349,234,Not Returned,
ITEM01167,ORD00631,PROD0026,4,3499,150,13846,3706,Not Returned,
ITEM01168,ORD00632,PROD0002,1,57999,50,57949,18074,Returned,Not as described
ITEM01169,ORD00632,PROD0018,1,89999,0,89999,17057,Returned,Wrong model received
ITEM01170,ORD00633,PROD0002,1,57999,0,57999,18124,Not Returned,
ITEM01171,ORD00634,PROD0057,1,31999,250,31749,9042,Not Returned,
ITEM01172,ORD00635,PROD0055,2,1799,50,3548,658,Returned,Damaged product
ITEM01173,ORD00636,PROD0055,1,1799,100,1699,254,Not Returned,
