delivery_id,order_id,delivery_partner,expected_delivery_date,actual_delivery_date,delivery_status,delay_days,delivery_rating
DEL00327,ORD00327,Ekart Logistics,2024-05-26,2024-05-28,Delayed,2.0,1.0
DEL00328,ORD00328,Ecom Express,2024-01-31,2024-01-31,On Time,0.0,3.0
DEL00329,ORD00329,Bluedart,2024-02-14,2024-02-15,Delayed,1.0,1.0
DEL00330,ORD00330,Ekart Logistics,2024-02-22,2024-02-22,On Time,0.0,4.0
DEL00331,ORD00331,Ecom Express,2024-06-14,,Processing,,
DEL00332,ORD00332,Ekart Logistics,2024-12-27,,Cancelled,0.0,
DEL00333,ORD00333,Ecom Express,2024-10-30,2024-11-01,Delayed,2.0,2.0
DEL00334,ORD00334,Delhivery,2024-09-26,2024-09-26,On Time,0.0,1.0
DEL00335,ORD00335,Bluedart,2024-06-29,2024-06-30,Delayed,1.0,2.0
DEL00336,ORD00336,Ecom Express,2024-09-19,2024-09-19,On Time,0.0,3.0
DEL00337,ORD00337,Xpressbees,2024-12-24,,Processing,,
DEL00338,ORD00338,Ecom Express,2024-02-16,2024-02-16,On Time,0.0,4.0
DEL00339,ORD00339,Ecom Express,2024-07-01,2024-07-01,On Time,0.0,2.0
DEL00340,ORD00340,Bluedart,2024-11-05,2024-11-08,Delayed,3.0,1.0
DEL00341,ORD00341,Ecom Express,2024-06-07,2024-06-07,On Time,0.0,2.0
DEL00342,ORD00342,Xpressbees,2024-12-28,2024-12-29,Delayed,1.0,2.0
DEL00343,ORD00343,Delhivery,2024-04-23,2024-04-23,On Time,0.0,1.0
DEL00344,ORD00344,Ecom Express,2024-03-03,2024-03-03,On Time,0.0,3.0
DEL00345,ORD00345,Ekart Logistics,2024-08-12,2024-08-13,Delayed,1.0,3.0
DEL00346,ORD00346,Xpressbees,2024-12-07,2024-12-07,On Time,0.0,4.0
DEL00347,ORD00347,Xpressbees,2024-05-13,2024-05-16,Delayed,3.0,1.0
DEL00348,ORD00348,Bluedart,2024-01-11,,Processing,,
DEL00349,ORD00349,Xpressbees,2024-04-18,2024-04-19,Delayed,1.0,3.0
DEL00350,ORD00350,Bluedart,2024-07-05,2024-07-07,Delayed,2.0,1.0
DEL00351,ORD00351,Ecom Express,2024-05-26,2024-05-26,On Time,0.0,2.0
DEL00352,ORD00352,Bluedart,2024-09-15,,Processing,,
DEL00353,ORD00353,Ekart Logistics,2024-02-09,2024-02-09,On Time,0.0,3.0
DEL00354,ORD00354,Ecom Express,2024-04-15,2024-04-17,Delayed,2.0,4.0
DEL00355,ORD00355,Xpressbees,2024-02-22,2024-02-24,Delayed,2.0,2.0
DEL00356,ORD00356,Ecom Express,2024-10-31,2024-11-01,Delayed,1.0,4.0
DEL00357,ORD00357,Delhivery,2024-04-05,,Processing,,
DEL00358,ORD00358,Bluedart,2024-04-23,2024-04-25,Delayed,2.0,1.0
DEL00359,ORD00359,Delhivery,2024-06-13,2024-06-13,On Time,0.0,1.0
DEL00360,ORD00360,Ecom Express,2024-03-14,2024-03-14,On Time,0.0,3.0
DEL00361,ORD00361,Bluedart,2024-10-18,,Cancelled,0.0,
DEL00362,ORD00362,Ecom Express,2024-09-13,2024-09-13,On Time,0.0,5.0
DEL00363,ORD00363,Xpressbees,2024-11-07,,Cancelled,0.0,
DEL00364,ORD00364,Ekart Logistics,2024-04-28,2024-05-02,Delayed,4.0,4.0
DEL00365,ORD00365,Bluedart,2024-04-13,,Processing,,
DEL00366,ORD00366,Xpressbees,2024-07-10,2024-07-10,On Time,0.0,4.0
DEL00367,ORD00367,Ekart Logistics,2024-12-15,2024-12-15,On Time,0.0,5.0
DEL00368,ORD00368,Delhivery,2024-12-07,,Cancelled,0.0,
DEL00369,ORD00369,Delhivery,2024-07-25,2024-07-30,Delayed,5.0,5.0
DEL00370,ORD00370,Ecom Express,2024-02-05,2024-02-05,On Time,0.0,1.0
DEL00371,ORD00371,Delhivery,2024-11-03,,Processing,,
DEL00372,ORD00372,Delhivery,2024-08-10,,Cancelled,0.0,
DEL00373,ORD00373,Ekart Logistics,2024-10-28,2024-10-31,Delayed,3.0,4.0
DEL00374,ORD00374,Ekart Logistics,2024-07-05,2024-07-07,Delayed,2.0,1.0
DEL00375,ORD00375,Xpressbees,2024-05-27,2024-05-28,Delayed,1.0,2.0
DEL00376,ORD00376,Ekart Logistics,2024-05-14,2024-05-14,On Time,0.0,1.0
DEL00377,ORD00377,Xpressbees,2024-03-16,2024-03-20,Delayed,4.0,1.0
DEL00378,ORD00378,Ekart Logistics,2024-02-06,2024-02-06,On Time,0.0,5.0
DEL00379,ORD00379,Ecom Express,2024-11-11,,Cancelled,0.0,
DEL00380,ORD00380,Delhivery,2024-11-21,2024-11-22,Delayed,1.0,1.0
DEL00381,ORD00381,Ecom Express,2024-09-27,,Processing,,
DEL00382,ORD00382,Bluedart,2024-06-05,,Cancelled,0.0,
DEL00383,ORD00383,Ecom Express,2024-05-19,2024-05-19,On Time,0.0,1.0
DEL00384,ORD00384,Bluedart,2024-01-13,,Processing,,
DEL00385,ORD00385,Delhivery,2024-07-17,2024-07-17,On Time,0.0,3.0
DEL00386,ORD00386,Bluedart,2024-08-25,2024-08-26,Delayed,1.0,2.0
DEL00387,ORD00387,Bluedart,2024-12-10,,Processing,,
DEL00388,ORD00388,Ekart Logistics,2024-09-14,2024-09-14,On Time,0.0,4.0
DEL00389,ORD00389,Bluedart,2024-07-20,2024-07-20,On Time,0.0,1.0
DEL00390,ORD00390,Ekart Logistics,2024-09-14,,Cancelled,0.0,
DEL00391,ORD00391,Delhivery,2024-03-28,2024-03-28,On Time,0.0,2.0
DEL00392,ORD00392,Ekart Logistics,2024-09-16,2024-09-16,On Time,0.0,2.0
DEL00393,ORD00393,Ecom Express,2024-07-03,,Processing,,
DEL00394,ORD00394,Xpressbees,2024-01-20,2024-01-20,On Time,0.0,4.0
DEL00395,ORD00395,Xpressbees,2024-07-02,,Processing,,
DEL00396,ORD00396,Bluedart,2024-07-16,2024-07-17,Delayed,1.0,3.0
DEL00397,ORD00397,Ecom Express,2024-08-05,2024-08-05,On Time,0.0,2.0
DEL00398,ORD00398,Ecom Express,2024-05-12,2024-05-13,Delayed,1.0,2.0
DEL00399,ORD00399,Xpressbees,2024-12-21,2024-12-22,Delayed,1.0,4.0
DEL00400,ORD00400,Xpressbees,2024-03-31,2024-03-31,On Time,0.0,2.0
DEL00401,ORD00401,Ecom Express,2024-12-06,,Processing,,
DEL00402,ORD00402,Bluedart,2024-08-05,2024-08-05,On Time,0.0,5.0
DEL00403,ORD00403,Ekart Logistics,2024-11-04,2024-11-06,Delayed,2.0,4.0
DEL00404,ORD00404,Ekart Logistics,2024-07-23,2024-07-23,On Time,0.0,4.0
DEL00405,ORD00405,Ecom Express,2024-12-26,,Cancelled,0.0,
DEL00406,ORD00406,Delhivery,2024-09-20,,Processing,,
DEL00407,ORD00407,Xpressbees,2024-06-09,2024-06-10,Delayed,1.0,4.0
DEL00408,ORD00408,Ecom Express,2024-11-25,,Processing,,
DEL00409,ORD00409,Xpressbees,2024-06-02,2024-06-02,On Time,0.0,3.0
DEL00410,ORD00410,Xpressbees,2024-07-30,,Processing,,
DEL00411,ORD00411,Delhivery,2024-02-24,,Cancelled,0.0,
DEL00412,ORD00412,Xpressbees,2024-05-23,2024-05-26,Delayed,3.0,3.0
DEL00413,ORD00413,Bluedart,2024-07-02,,Processing,,
DEL00414,ORD00414,Ekart Logistics,2024-09-21,,Processing,,
DEL00415,ORD00415,Ecom Express,2024-10-10,2024-10-10,On Time,0.0,1.0
DEL00416,ORD00416,Ecom Express,2024-05-12,2024-05-14,Delayed,2.0,4.0
DEL00417,ORD00417,Ecom Express,2024-10-14,2024-10-14,On Time,0.0,5.0
DEL00418,ORD00418,Bluedart,2024-09-23,,Processing,,
DEL00419,ORD00419,Xpressbees,2024-04-26,,Cancelled,0.0,
DEL00420,ORD00420,Delhivery,2024-10-05,,Processing,,
DEL00421,ORD00421,Ecom Express,2024-11-22,2024-11-25,Delayed,3.0,4.0
DEL00422,ORD00422,Ekart Logistics,2024-03-22,2024-03-22,On Time,0.0,4.0
DEL00423,ORD00423,Delhivery,2024-06-04,,Processing,,
DEL00424,ORD00424,Ekart Logistics,2024-02-09,,Cancelled,0.0,
DEL00425,ORD00425,Bluedart,2024-05-29,,Cancelled,0.0,
DEL00426,ORD00426,Bluedart,2024-11-09,2024-11-11,Delayed,2.0,2.0
DEL00427,ORD00427,Ecom Express,2024-03-24,2024-03-26,Delayed,2.0,2.0
DEL00428,ORD00428,Bluedart,2024-08-30,2024-08-30,On Time,0.0,2.0
DEL00429,ORD00429,Bluedart,2024-01-21,2024-01-21,On Time,0.0,2.0
DEL00430,ORD00430,Delhivery,2024-01-20,2024-01-21,Delayed,1.0,3.0
DEL00431,ORD00431,Delhivery,2024-04-05,,Cancelled,0.0,
DEL00432,ORD00432,Ecom Express,2024-01-14,2024-01-14,On Time,0.0,4.0
DEL00433,ORD00433,Ekart Logistics,2024-06-08,,Processing,,
DEL00434,ORD00434,Xpressbees,2024-12-13,,Cancelled,0.0,
DEL00435,ORD00435,Ecom Express,2024-03-18,2024-03-18,On Time,0.0,3.0
DEL00436,ORD00436,Xpressbees,2024-09-17,2024-09-18,Delayed,1.0,3.0
DEL00437,ORD00437,Xpressbees,2024-05-08,2024-05-08,On Time,0.0,3.0
DEL00438,ORD00438,Xpressbees,2024-11-01,,Cancelled,0.0,
DEL00439,ORD00439,Ecom Express,2024-05-06,2024-05-07,Delayed,1.0,1.0
DEL00440,ORD00440,Xpressbees,2024-04-03,2024-04-03,On Time,0.0,2.0
DEL00441,ORD00441,Xpressbees,2024-05-17,,Processing,,
DEL00442,ORD00442,Xpressbees,2024-07-17,,Cancelled,0.0,
DEL00443,ORD00443,Ecom Express,2024-08-08,2024-08-09,Delayed,1.0,5.0
DEL00444,ORD00444,Bluedart,2024-07-07,2024-07-11,Delayed,4.0,2.0
DEL00445,ORD00445,Delhivery,2024-12-01,2024-12-01,On Time,0.0,4.0
DEL00446,ORD00446,Xpressbees,2024-02-01,,Cancelled,0.0,
DEL00447,ORD00447,Ecom Express,2024-07-19,2024-07-19,On Time,0.0,3.0
DEL00448,ORD00448,Delhivery,2024-10-03,,Processing,,
DEL00449,ORD00449,Ekart Logistics,2024-01-07,2024-01-07,On Time,0.0,1.0
DEL00450,ORD00450,Delhivery,2024-05-05,2024-05-05,On Time,0.0,4.0
DEL00451,ORD00451,Ecom Express,2024-11-23,2024-11-23,On Time,0.0,2.0
DEL00452,ORD00452,Ekart Logistics,2024-02-13,,Processing,,
DEL00453,ORD00453,Ekart Logistics,2024-08-01,,Processing,,
DEL00454,ORD00454,Ecom Express,2024-02-27,,Processing,,
DEL00455,ORD00455,Ecom Express,2024-09-23,2024-09-27,Delayed,4.0,1.0
DEL00456,ORD00456,Ecom Express,2024-10-12,,Cancelled,0.0,
DEL00457,ORD00457,Delhivery,2024-01-22,,Processing,,
DEL00458,ORD00458,Bluedart,2024-04-07,,Cancelled,0.0,
DEL00459,ORD00459,Ecom Express,2024-01-06,2024-01-09,Delayed,3.0,5.0
DEL00460,ORD00460,Bluedart,2024-06-11,2024-06-11,On Time,0.0,3.0
DEL00461,ORD00461,Ekart Logistics,2024-05-10,2024-05-12,Delayed,2.0,5.0
DEL00462,ORD00462,Xpressbees,2024-08-03,,Processing,,
DEL00463,ORD00463,Bluedart,2024-03-14,2024-03-15,Delayed,1.0,2.0
DEL00464,ORD00464,Ekart Logistics,2024-06-21,,Processing,,
DEL00465,ORD00465,Bluedart,2024-08-07,2024-08-08,Delayed,1.0,3.0
DEL00466,ORD00466,Delhivery,2024-10-22,2024-10-22,On Time,0.0,1.0
DEL00467,ORD00467,Ekart Logistics,2024-12-02,2024-12-02,On Time,0.0,5.0
DEL00468,ORD00468,Delhivery,2024-04-13,2024-04-14,Delayed,1.0,4.0
DEL00469,ORD00469,Ekart Logistics,2024-11-14,2024-11-14,On Time,0.0,2.0
DEL00470,ORD00470,Xpressbees,2024-07-09,2024-07-09,On Time,0.0,3.0
DEL00471,ORD00471,Ekart Logistics,2024-10-03,2024-10-05,Delayed,2.0,3.0
DEL00472,ORD00472,Delhivery,2024-03-06,2024-03-06,On Time,0.0,5.0
DEL00473,ORD00473,Bluedart,2024-05-31,,Cancelled,0.0,
DEL00474,ORD00474,Delhivery,2024-08-13,,Processing,,
DEL00475,ORD00475,Bluedart,2024-05-31,,Cancelled,0.0,
DEL00476,ORD00476,Ekart Logistics,2024-08-01,,Processing,,
DEL00477,ORD00477,Ecom Express,2024-05-20,2024-05-20,On Time,0.0,1.0
DEL00478,ORD00478,Ecom Express,2024-10-28,,Cancelled,0.0,
DEL00479,ORD00479,Ecom Express,2024-09-03,2024-09-05,Delayed,2.0,1.0
DEL00480,ORD00480,Ecom Express,2024-12-19,2024-12-20,Delayed,1.0,4.0
DEL00481,ORD00481,Delhivery,2024-11-03,2024-11-03,On Time,0.0,4.0
DEL00482,ORD00482,Bluedart,2024-02-02,2024-02-03,Delayed,1.0,2.0
DEL00483,ORD00483,Xpressbees,2024-07-02,2024-07-02,On Time,0.0,5.0
DEL00484,ORD00484,Xpressbees,2024-09-19,2024-09-19,On Time,0.0,2.0
DEL00485,ORD00485,Bluedart,2024-12-11,2024-12-11,On Time,0.0,4.0
DEL00486,ORD00486,Delhivery,2024-10-27,2024-10-27,On Time,0.0,2.0
DEL00487,ORD00487,Bluedart,2024-09-15,2024-09-15,On Time,0.0,3.0
DEL00488,ORD00488,Bluedart,2024-06-13,,Cancelled,0.0,
DEL00489,ORD00489,Xpressbees,2024-03-05,2024-03-05,On Time,0.0,3.0
DEL00490,ORD00490,Bluedart,2024-05-25,,Cancelled,0.0,
DEL00491,ORD00491,Xpressbees,2024-05-17,2024-05-17,On Time,0.0,1.0
DEL00492,ORD00492,Xpressbees,2024-08-15,2024-08-15,On Time,0.0,1.0
DEL00493,ORD00493,Ecom Express,2024-03-21,2024-03-21,On Time,0.0,3.0
DEL00494,ORD00494,Bluedart,2024-03-21,2024-03-21,On Time,0.0,4.0
DEL00495,ORD00495,Xpressbees,2024-08-30,2024-08-31,Delayed,1.0,4.0
DEL00496,ORD00496,Ecom Express,2024-08-18,2024-08-18,On Time,0.0,4.0
DEL00497,ORD00497,Delhivery,2024-07-03,,Cancelled,0.0,
DEL00498,ORD00498,Ecom Express,2024-02-29,,Processing,,
DEL00499,ORD00499,Ekart Logistics,2024-02-24,2024-02-26,Delayed,2.0,4.0
DEL00500,ORD00500,Delhivery,2024-09-22,,Processing,,
DEL00501,ORD00501,Xpressbees,2024-10-31,2024-10-31,On Time,0.0,3.0
DEL00502,ORD00502,Delhivery,2024-10-21,2024-10-23,Delayed,2.0,2.0
DEL00503,ORD00503,Ekart Logistics,2024-09-19,,Cancelled,0.0,
DEL00504,ORD00504,Xpressbees,2024-05-27,,Cancelled,0.0,
DEL00505,ORD00505,Bluedart,2024-11-03,2024-11-05,Delayed,2.0,5.0
DEL00506,ORD00506,Bluedart,2024-02-14,2024-02-18,Delayed,4.0,3.0
DEL00507,ORD00507,Delhivery,2024-05-23,2024-05-25,Delayed,2.0,2.0
DEL00508,ORD00508,Ekart Logistics,2024-12-08,2024-12-10,Delayed,2.0,3.0
DEL00509,ORD00509,Delhivery,2024-10-22,2024-10-23,Delayed,1.0,3.0
DEL00510,ORD00510,Xpressbees,2024-05-29,2024-05-29,On Time,0.0,1.0
DEL00511,ORD00511,Delhivery,2024-10-13,2024-10-13,On Time,0.0,2.0
DEL00512,ORD00512,Bluedart,2024-05-17,2024-05-17,On Time,0.0,1.0
DEL00513,ORD00513,Bluedart,2024-01-15,,Processing,,
DEL00514,ORD00514,Ekart Logistics,2024-07-30,2024-07-31,Delayed,1.0,4.0
DEL00515,ORD00515,Ecom Express,2024-09-12,,Processing,,
DEL00516,ORD00516,Bluedart,2024-12-23,2024-12-23,On Time,0.0,1.0
DEL00517,ORD00517,Delhivery,2024-02-26,,Processing,,
DEL00518,ORD00518,Ecom Express,2024-09-11,2024-09-11,On Time,0.0,1.0
DEL00519,ORD00519,Delhivery,2024-10-22,2024-10-22,On Time,0.0,5.0
DEL00520,ORD00520,Delhivery,2024-08-08,,Processing,,
DEL00521,ORD00521,Ekart Logistics,2024-08-12,,Cancelled,0.0,
DEL00522,ORD00522,Ecom Express,2024-09-22,2024-09-22,On Time,0.0,4.0
DEL00523,ORD00523,Bluedart,2024-12-04,,Cancelled,0.0,
DEL00524,ORD00524,Xpressbees,2024-11-21,,Cancelled,0.0,
DEL00525,ORD00525,Ecom Express,2024-08-14,2024-08-16,Delayed,2.0,1.0
DEL00526,ORD00526,Ecom Express,2024-03-11,,Cancelled,0.0,
DEL00527,ORD00527,Delhivery,2024-08-13,2024-08-13,On Time,0.0,4.0
DEL00528,ORD00528,Ecom Express,2024-01-26,2024-01-26,On Time,0.0,5.0
DEL00529,ORD00529,Bluedart,2024-08-01,2024-08-01,On Time,0.0,3.0
DEL00530,ORD00530,Xpressbees,2024-10-23,,Processing,,
DEL00531,ORD00531,Delhivery,2024-10-28,2024-10-29,Delayed,1.0,2.0
DEL00532,ORD00532,Xpressbees,2024-12-09,2024-12-09,On Time,0.0,3.0
DEL00533,ORD00533,Ecom Express,2024-01-26,2024-01-26,On Time,0.0,2.0
DEL00534,ORD00534,Bluedart,2024-06-16,2024-06-17,Delayed,1.0,5.0
DEL00535,ORD00535,Bluedart,2024-11-21,,Processing,,
DEL00536,ORD00536,Xpressbees,2024-04-21,2024-04-24,Delayed,3.0,5.0
DEL00537,ORD00537,Xpressbees,2024-05-14,,Processing,,
DEL00538,ORD00538,Ecom Express,2024-01-17,2024-01-19,Delayed,2.0,5.0
DEL00539,ORD00539,Ekart Logistics,2024-04-02,,Cancelled,0.0,
DEL00540,ORD00540,Xpressbees,2024-07-28,,Processing,,
DEL00541,ORD00541,Delhivery,2024-11-16,2024-11-17,Delayed,1.0,3.0
DEL00542,ORD00542,Bluedart,2024-03-09,2024-03-10,Delayed,1.0,4.0
DEL00543,ORD00543,Ekart Logistics,2024-01-16,,Cancelled,0.0,
DEL00544,ORD00544,Delhivery,2024-09-06,,Cancelled,0.0,
DEL00545,ORD00545,Delhivery,2024-08-18,,Processing,,
DEL00546,ORD00546,Ekart Logistics,2024-08-27,2024-08-28,Delayed,1.0,3.0
DEL00547,ORD00547,Ekart Logistics,2024-03-02,2024-03-04,Delayed,2.0,5.0
DEL00548,ORD00548,Xpressbees,2024-08-18,2024-08-18,On Time,0.0,1.0
DEL00549,ORD00549,Ecom Express,2024-11-01,2024-11-01,On Time,0.0,4.0
DEL00550,ORD00550,Ekart Logistics,2024-07-26,2024-07-26,On Time,0.0,5.0
DEL00551,ORD00551,Ecom Express,2024-11-25,,Processing,,
DEL00552,ORD00552,Ecom Express,2024-10-30,2024-10-30,On Time,0.0,4.0
DEL00553,ORD00553,Ecom Express,2024-07-30,2024-07-31,Delayed,1.0,3.0
DEL00554,ORD00554,Ekart Logistics,2024-02-04,2024-02-08,Delayed,4.0,3.0
DEL00555,ORD00555,Xpressbees,2024-06-13,2024-06-16,Delayed,3.0,3.0
DEL00556,ORD00556,Ecom Express,2024-08-03,2024-08-04,Delayed,1.0,4.0
DEL00557,ORD00557,Bluedart,2024-11-28,2024-11-28,On Time,0.0,4.0
DEL00558,ORD00558,Xpressbees,2024-01-13,2024-01-13,On Time,0.0,3.0
DEL00559,ORD00559,Xpressbees,2024-08-31,2024-09-01,Delayed,1.0,2.0
DEL00560,ORD00560,Xpressbees,2024-04-24,2024-04-25,Delayed,1.0,2.0
DEL00561,ORD00561,Delhivery,2024-12-04,2024-12-06,Delayed,2.0,4.0
DEL00562,ORD00562,Delhivery,2025-01-01,2025-01-01,On Time,0.0,5.0
DEL00563,ORD00563,Delhivery,2024-07-10,,Processing,,
DEL00564,ORD00564,Xpressbees,2024-04-18,2024-04-23,Delayed,5.0,2.0
DEL00565,ORD00565,Ekart Logistics,2024-03-09,2024-03-10,Delayed,1.0,1.0
DEL00566,ORD00566,Ekart Logistics,2024-09-12,2024-09-14,Delayed,2.0,1.0
DEL00567,ORD00567,Delhivery,2024-05-02,2024-05-03,Delayed,1.0,1.0
DEL00568,ORD00568,Xpressbees,2024-05-16,2024-05-21,Delayed,5.0,4.0
DEL00569,ORD00569,Bluedart,2024-01-24,,Processing,,
DEL00570,ORD00570,Xpressbees,2024-03-05,2024-03-05,On Time,0.0,5.0
DEL00571,ORD00571,Delhivery,2024-04-29,2024-05-01,Delayed,2.0,4.0
DEL00572,ORD00572,Ecom Express,2024-01-26,,Processing,,
DEL00573,ORD00573,Xpressbees,2024-09-27,2024-09-28,Delayed,1.0,2.0
DEL00574,ORD00574,Bluedart,2024-08-18,,Processing,,
DEL00575,ORD00575,Xpressbees,2024-11-10,2024-11-10,On Time,0.0,3.0
DEL00576,ORD00576,Xpressbees,2024-09-23,2024-09-24,Delayed,1.0,5.0
DEL00577,ORD00577,Xpressbees,2024-04-19,2024-04-19,On Time,0.0,4.0
DEL00578,ORD00578,Ecom Express,2024-12-31,2025-01-01,Delayed,1.0,5.0
DEL00579,ORD00579,Ekart Logistics,2024-03-24,,Cancelled,0.0,
DEL00580,ORD00580,Delhivery,2024-03-10,,Processing,,
DEL00581,ORD00581,Delhivery,2024-01-10,2024-01-12,Delayed,2.0,2.0
DEL00582,ORD00582,Bluedart,2024-09-19,2024-09-21,Delayed,2.0,1.0
DEL00583,ORD00583,Xpressbees,2024-08-04,2024-08-04,On Time,0.0,5.0
DEL00584,ORD00584,Bluedart,2024-10-02,2024-10-03,Delayed,1.0,5.0
DEL00585,ORD00585,Ecom Express,2024-08-03,2024-08-03,On Time,0.0,4.0
DEL00586,ORD00586,Ekart Logistics,2024-07-06,2024-07-06,On Time,0.0,3.0
DEL00587,ORD00587,Xpressbees,2024-01-11,,Cancelled,0.0,
DEL00588,ORD00588,Ekart Logistics,2024-06-13,2024-06-13,On Time,0.0,1.0
DEL00589,ORD00589,Delhivery,2024-07-23,,Processing,,
DEL00590,ORD00590,Ekart Logistics,2024-03-23,2024-03-24,Delayed,1.0,3.0
DEL00591,ORD00591,Xpressbees,2024-12-09,2024-12-13,Delayed,4.0,3.0
DEL00592,ORD00592,Ekart Logistics,2024-12-19,,Cancelled,0.0,
DEL00593,ORD00593,Ekart Logistics,2024-06-12,2024-06-12,On Time,0.0,5.0
DEL00594,ORD00594,Ekart Logistics,2024-11-15,2024-11-16,Delayed,1.0,3.0
DEL00595,ORD00595,Ecom Express,2024-04-19,2024-04-19,On Time,0.0,2.0
DEL00596,ORD00596,Xpressbees,2024-12-03,2024-12-04,Delayed,1.0,5.0
DEL00597,ORD00597,Delhivery,2024-01-21,2024-01-21,On Time,0.0,2.0
DEL00598,ORD00598,Xpressbees,2024-03-07,2024-03-08,Delayed,1.0,1.0
DEL00599,ORD00599,Delhivery,2024-09-22,2024-09-22,On Time,0.0,5.0
DEL00600,ORD00600,Delhivery,2024-11-24,2024-11-24,On Time,0.0,4.0
DEL00601,ORD00601,Ekart Logistics,2024-11-05,2024-11-05,On Time,0.0,4.0
DEL00602,ORD00602,Bluedart,2024-08-10,2024-08-10,On Time,0.0,3.0
DEL00603,ORD00603,Bluedart,2024-07-16,2024-07-16,On Time,0.0,1.0
DEL00604,ORD00604,Delhivery,2024-12-05,2024-12-05,On Time,0.0,2.0
DEL00605,ORD00605,Bluedart,2024-01-07,2024-01-08,Delayed,1.0,5.0
DEL00606,ORD00606,Ecom Express,2024-10-30,2024-11-01,Delayed,2.0,4.0
DEL00607,ORD00607,Bluedart,2024-05-28,,Cancelled,0.0,
DEL00608,ORD00608,Ecom Express,2024-09-27,,Cancelled,0.0,
DEL00609,ORD00609,Delhivery,2024-09-24,2024-09-24,On Time,0.0,2.0
DEL00610,ORD00610,Ekart Logistics,2024-02-23,2024-02-24,Delayed,1.0,3.0
DEL00611,ORD00611,Delhivery,2024-02-22,2024-02-22,On Time,0.0,5.0
DEL00612,ORD00612,Xpressbees,2024-04-21,2024-04-21,On Time,0.0,2.0
DEL00613,ORD00613,Bluedart,2024-10-02,2024-10-04,Delayed,2.0,5.0
DEL00614,ORD00614,Ecom Express,2024-09-16,,Cancelled,0.0,
DEL00615,ORD00615,Xpressbees,2024-09-09,,Cancelled,0.0,
DEL00616,ORD00616,Bluedart,2024-09-18,2024-09-18,On Time,0.0,2.0
DEL00617,ORD00617,Ekart Logistics,2024-03-10,,Cancelled,0.0,
DEL00618,ORD00618,Ekart Logistics,2024-08-24,2024-08-24,On Time,0.0,4.0
DEL00619,ORD00619,Bluedart,2024-10-18,2024-10-18,On Time,0.0,1.0
DEL00620,ORD00620,Ecom Express,2024-03-03,2024-03-04,Delayed,1.0,4.0
DEL00621,ORD00621,Ecom Express,2024-01-28,2024-01-29,Delayed,1.0,3.0
DEL00622,ORD00622,Xpressbees,2024-06-10,2024-06-11,Delayed,1.0,4.0
DEL00623,ORD00623,Delhivery,2024-01-21,,Processing,,
DEL00624,ORD00624,Bluedart,2024-08-08,2024-08-08,On Time,0.0,1.0
DEL00625,ORD00625,Ecom Express,2024-04-10,,Processing,,
DEL00626,ORD00626,Bluedart,2024-10-10,2024-10-10,On Time,0.0,3.0
DEL00627,ORD00627,Delhivery,2024-09-07,2024-09-07,On Time,0.0,1.0
DEL00628,ORD00628,Ecom Express,2024-06-28,,Processing,,
DEL00629,ORD00629,Bluedart,2024-11-11,2024-11-11,On Time,0.0,5.0
DEL00630,ORD00630,Bluedart,2024-08-28,,Processing,,
DEL00631,ORD00631,Ekart Logistics,2024-03-19,,Processing,,
DEL00632,ORD00632,Xpressbees,2024-12-10,2024-12-10,On Time,0.0,2.0
DEL00633,ORD00633,Xpressbees,2024-07-27,2024-07-28,Delayed,1.0,3.0
DEL00634,ORD00634,Ecom Express,2024-05-29,,Cancelled,0.0,
DEL00635,ORD00635,Ecom Express,2024-01-18,2024-01-18,On Time,0.0,5.0
DEL00636,ORD00636,Bluedart,2024-03-07,,Cancelled,0.0,
DEL00637,ORD00637,Xpressbees,2024-10-10,2024-10-10,On Time,0.0,5.0
DEL00638,ORD00638,Delhivery,2024-04-11,,Processing,,
DEL00639,ORD00639,Ekart Logistics,2024-03-08,,Cancelled,0.0,
DEL00640,ORD00640,Ekart Logistics,2024-04-19,2024-04-19,On Time,0.0,4.0
DEL00641,ORD00641,Ecom Express,2024-11-10,2024-11-10,On Time,0.0,5.0
DEL00642,ORD00642,Delhivery,2024-09-12,,Processing,,
DEL00643,ORD00643,Delhivery,2024-04-04,2024-04-06,Delayed,2.0,1.0
DEL00644,ORD00644,Ekart Logistics,2024-07-18,2024-07-18,On Time,0.0,4.0
DEL00645,ORD00645,Ecom Express,2024-10-09,2024-10-09,On Time,0.0,2.0
DEL00646,ORD00646,Ekart Logistics,2024-05-14,,Processing,,
DEL00647,ORD00647,Delhivery,2024-07-30,,Cancelled,0.0,
DEL00648,ORD00648,Delhivery,2024-06-17,2024-06-17,On Time,0.0,5.0
DEL00649,ORD00649,Xpressbees,2024-06-07,2024-06-07,On Time,0.0,5.0
DEL00650,ORD00650,Delhivery,2024-08-05,2024-08-08,Delayed,3.0,5.0
DEL00651,ORD00651,Bluedart,2024-01-30,2024-02-03,Delayed,4.0,5.0
DEL00652,ORD00652,Bluedart,2024-05-05,2024-05-05,On Time,0.0,3.0
DEL00653,ORD00653,Delhivery,2024-02-07,2024-02-07,On Time,0.0,5.0
DEL00654,ORD00654,Delhivery,2024-02-05,2024-02-05,On Time,0.0,4.0
DEL00655,ORD00655,Xpressbees,2024-05-02,2024-05-02,On Time,0.0,3.0
DEL00656,ORD00656,Ecom Express,2024-12-13,2024-12-14,Delayed,1.0,4.0
